Subject	Sex	Trial	TrialType	Item	Phonology	Novelty	UttCode	Experiment
219	M	29	filler	strong	non-A	real	A	2
219	M	30	critical	agask	A	novel	RC	2
219	M	31	filler	cheats	non-A	real	RC	2
219	M	32	critical	frightened	non-A	real	RC	2
220	F	1	filler	bites	non-A	real	RC	2
220	F	2	critical	sleepy	non-A	real	A	2
220	F	3	filler	fast	non-A	real	A	2
220	F	4	critical	ablim	A	novel	RC	2
220	F	5	filler	smokes	non-A	real	RC	2
220	F	6	critical	slooky	non-A	novel	A	2
220	F	7	filler	young	non-A	real	A	2
220	F	8	critical	adax	A	novel	RC	2
220	F	9	filler	slow	non-A	real	A	2
220	F	10	critical	floating	non-A	real	A	2
220	F	11	filler	snowboards	non-A	real	RC	2
220	F	12	critical	living	non-A	real	A	2
220	F	13	filler	votes	non-A	real	RC	2
220	F	14	critical	asleep	A	real	RC	2
220	F	15	filler	lies	non-A	real	RC	2
220	F	16	critical	flitzy	non-A	novel	A	2
220	F	17	filler	bad	non-A	real	A	2
220	F	18	critical	afraid	A	real	RC	2
220	F	19	filler	cheats	non-A	real	RC	2
220	F	20	critical	agask	A	novel	RC	2
220	F	21	filler	old	non-A	real	A	2
220	F	22	critical	frightened	non-A	real	A	2
220	F	23	filler	strong	non-A	real	A	2
220	F	24	critical	gecky	non-A	novel	A	2
220	F	25	filler	gambles	non-A	real	RC	2
220	F	26	critical	alive	A	real	RC	2
220	F	27	filler	weak	non-A	real	A	2
220	F	28	critical	afloat	A	real	RC	2
220	F	29	filler	golfs	non-A	real	RC	2
220	F	30	critical	afraz	A	novel	RC	2
220	F	31	filler	good	non-A	real	A	2
220	F	32	critical	chammy	non-A	novel	A	2
301	F	1	filler	strong	non-A	real	A	1
301	F	2	critical	agask	A	novel	A	1
301	F	3	filler	old	non-A	real	A	1
301	F	4	critical	asleep	A	real	A	1
301	F	5	filler	gambles	non-A	real	RC	1
301	F	6	critical	chammy	non-A	novel	A	1
301	F	7	filler	bad	non-A	real	A	1
301	F	8	critical	afraz	A	novel	RC	1
301	F	9	filler	young	non-A	real	A	1
301	F	10	critical	living	non-A	real	A	1
301	F	11	filler	snowboards	non-A	real	RC	1
301	F	12	critical	frightened	non-A	real	A	1
301	F	13	filler	fast	non-A	real	A	1
301	F	14	critical	alive	A	real	RC	1
301	F	15	filler	bites	non-A	real	RC	1
301	F	16	critical	floating	non-A	real	RC	1
301	F	17	filler	slow	non-A	real	A	1
301	F	18	critical	slooky	non-A	novel	A	1
301	F	19	filler	golfs	non-A	real	RC	1
301	F	20	critical	ablim	A	novel	A	1
301	F	21	filler	weak	non-A	real	A	1
301	F	22	critical	sleepy	non-A	real	A	1
301	F	23	filler	cheats	non-A	real	RC	1
301	F	24	critical	afloat	A	real	RC	1
301	F	25	filler	good	non-A	real	A	1
301	F	26	critical	flitzy	non-A	novel	A	1
301	F	27	filler	smokes	non-A	real	RC	1
301	F	28	critical	afraid	A	real	RC	1
301	F	29	filler	lies	non-A	real	RC	1
301	F	30	critical	gecky	non-A	novel	A	1
301	F	31	filler	votes	non-A	real	RC	1
301	F	32	critical	adax	A	novel	A	1
302	F	1	filler	votes	non-A	real	RC	1
302	F	2	critical	alive	A	real	RC	1
302	F	3	filler	good	non-A	real	A	1
302	F	4	critical	afraid	A	real	RC	1
302	F	5	filler	lies	non-A	real	RC	1
302	F	6	critical	living	non-A	real	A	1
302	F	7	filler	weak	non-A	real	A	1
302	F	8	critical	adax	A	novel	RC	1
302	F	9	filler	slow	non-A	real	A	1
302	F	10	critical	chammy	non-A	novel	A	1
302	F	11	filler	smokes	non-A	real	RC	1
302	F	12	critical	asleep	A	real	A	1
302	F	13	filler	cheats	non-A	real	RC	1
302	F	14	critical	afraz	A	novel	RC	1
302	F	15	filler	fast	non-A	real	A	1
302	F	16	critical	afloat	A	real	RC	1
302	F	17	filler	young	non-A	real	A	1
302	F	18	critical	gecky	non-A	novel	A	1
302	F	19	filler	bad	non-A	real	A	1
302	F	20	critical	frightened	non-A	real	A	1
302	F	21	filler	golfs	non-A	real	RC	1
302	F	22	critical	flitzy	non-A	novel	A	1
302	F	23	filler	bites	non-A	real	RC	1
302	F	24	critical	sleepy	non-A	real	A	1
302	F	25	filler	old	non-A	real	A	1
302	F	26	critical	ablim	A	novel	RC	1
302	F	27	filler	snowboards	non-A	real	RC	1
302	F	28	critical	slooky	non-A	novel	A	1
302	F	29	filler	gambles	non-A	real	RC	1
302	F	30	critical	agask	A	novel	RC	1
302	F	31	filler	strong	non-A	real	A	1
302	F	32	critical	floating	non-A	real	A	1
303	F	1	filler	lies	non-A	real	RC	1
303	F	2	critical	adax	A	novel	A	1
303	F	3	filler	golfs	non-A	real	RC	1
303	F	4	critical	ablim	A	novel	RC	1
303	F	5	filler	votes	non-A	real	RC	1
303	F	6	critical	chammy	non-A	novel	A	1
303	F	7	filler	bad	non-A	real	A	1
303	F	8	critical	living	non-A	real	RC	1
303	F	9	filler	smokes	non-A	real	RC	1
303	F	10	critical	gecky	non-A	novel	A	1
303	F	11	filler	good	non-A	real	A	1
303	F	12	critical	alive	A	real	A	1
303	F	13	filler	old	non-A	real	A	1
303	F	14	critical	flitzy	non-A	novel	A	1
303	F	15	filler	young	non-A	real	A	1
303	F	16	critical	asleep	A	real	RC	1
303	F	17	filler	snowboards	non-A	real	RC	1
303	F	18	critical	floating	non-A	real	RC	1
303	F	19	filler	fast	non-A	real	RC	1
303	F	20	critical	slooky	non-A	novel	A	1
303	F	21	filler	gambles	non-A	real	RC	1
303	F	22	critical	afloat	A	real	A	1
303	F	23	filler	slow	non-A	real	A	1
303	F	24	critical	sleepy	non-A	real	A	1
303	F	25	filler	weak	non-A	real	A	1
303	F	26	critical	afraz	A	novel	RC	1
303	F	27	filler	bites	non-A	real	RC	1
303	F	28	critical	afraid	A	real	RC	1
303	F	29	filler	strong	non-A	real	A	1
303	F	30	critical	agask	A	novel	A	1
303	F	31	filler	cheats	non-A	real	RC	1
303	F	32	critical	frightened	non-A	real	RC	1
304	M	1	filler	bites	non-A	real	RC	1
304	M	2	critical	sleepy	non-A	real	A	1
304	M	3	filler	fast	non-A	real	A	1
304	M	4	critical	ablim	A	novel	A	1
304	M	5	filler	smokes	non-A	real	RC	1
304	M	6	critical	slooky	non-A	novel	RC	1
304	M	7	filler	young	non-A	real	A	1
304	M	8	critical	adax	A	novel	A	1
304	M	9	filler	slow	non-A	real	A	1
304	M	10	critical	floating	non-A	real	A	1
304	M	11	filler	snowboards	non-A	real	RC	1
304	M	12	critical	living	non-A	real	A	1
304	M	13	filler	votes	non-A	real	RC	1
304	M	14	critical	asleep	A	real	RC	1
304	M	15	filler	lies	non-A	real	RC	1
304	M	16	critical	flitzy	non-A	novel	A	1
304	M	17	filler	bad	non-A	real	A	1
304	M	18	critical	afraid	A	real	RC	1
304	M	19	filler	cheats	non-A	real	RC	1
304	M	20	critical	agask	A	novel	recording error	1
304	M	21	filler	old	non-A	real	recording error	1
304	M	22	critical	frightened	non-A	real	recording error	1
304	M	23	filler	strong	non-A	real	recording error	1
304	M	24	critical	gecky	non-A	novel	recording error	1
304	M	25	filler	gambles	non-A	real	recording error	1
304	M	26	critical	alive	A	real	recording error	1
304	M	27	filler	weak	non-A	real	recording error	1
304	M	28	critical	afloat	A	real	recording error	1
304	M	29	filler	golfs	non-A	real	recording error	1
304	M	30	critical	afraz	A	novel	recording error	1
304	M	31	filler	good	non-A	real	recording error	1
304	M	32	critical	chammy	non-A	novel	recording error	1
305	M	1	filler	strong	non-A	real	A	1
305	M	2	critical	agask	A	novel	A	1
305	M	3	filler	old	non-A	real	A	1
305	M	4	critical	asleep	A	real	A	1
305	M	5	filler	gambles	non-A	real	A	1
305	M	6	critical	chammy	non-A	novel	A	1
305	M	7	filler	bad	non-A	real	A	1
305	M	8	critical	afraz	A	novel	A	1
305	M	9	filler	young	non-A	real	A	1
305	M	10	critical	living	non-A	real	A	1
305	M	11	filler	snowboards	non-A	real	RC	1
305	M	12	critical	frightened	non-A	real	A	1
305	M	13	filler	fast	non-A	real	A	1
305	M	14	critical	alive	A	real	RC	1
305	M	15	filler	bites	non-A	real	RC	1
305	M	16	critical	floating	non-A	real	A	1
305	M	17	filler	slow	non-A	real	A	1
305	M	18	critical	slooky	non-A	novel	A	1
305	M	19	filler	golfs	non-A	real	RC	1
305	M	20	critical	ablim	A	novel	A	1
305	M	21	filler	weak	non-A	real	A	1
305	M	22	critical	sleepy	non-A	real	A	1
305	M	23	filler	cheats	non-A	real	RC	1
305	M	24	critical	afloat	A	real	RC	1
305	M	25	filler	good	non-A	real	A	1
305	M	26	critical	flitzy	non-A	novel	A	1
305	M	27	filler	smokes	non-A	real	RC	1
305	M	28	critical	afraid	A	real	A	1
305	M	29	filler	lies	non-A	real	RC	1
305	M	30	critical	gecky	non-A	novel	A	1
305	M	31	filler	votes	non-A	real	RC	1
305	M	32	critical	adax	A	novel	RC	1
306	M	1	filler	votes	non-A	real	RC	1
306	M	2	critical	alive	A	real	A	1
306	M	3	filler	good	non-A	real	RC	1
306	M	4	critical	afraid	A	real	RC	1
306	M	5	filler	lies	non-A	real	RC	1
306	M	6	critical	living	non-A	real	A	1
306	M	7	filler	weak	non-A	real	A	1
306	M	8	critical	adax	A	novel	RC	1
306	M	9	filler	slow	non-A	real	A	1
306	M	10	critical	chammy	non-A	novel	RC	1
306	M	11	filler	smokes	non-A	real	RC	1
306	M	12	critical	asleep	A	real	RC	1
306	M	13	filler	cheats	non-A	real	RC	1
306	M	14	critical	afraz	A	novel	RC	1
306	M	15	filler	fast	non-A	real	A	1
306	M	16	critical	afloat	A	real	RC	1
306	M	17	filler	young	non-A	real	A	1
306	M	18	critical	gecky	non-A	novel	RC	1
306	M	19	filler	bad	non-A	real	A	1
306	M	20	critical	frightened	non-A	real	RC	1
306	M	21	filler	golfs	non-A	real	RC	1
306	M	22	critical	flitzy	non-A	novel	RC	1
306	M	23	filler	bites	non-A	real	RC	1
306	M	24	critical	sleepy	non-A	real	RC	1
306	M	25	filler	old	non-A	real	RC	1
306	M	26	critical	ablim	A	novel	RC	1
306	M	27	filler	snowboards	non-A	real	RC	1
306	M	28	critical	slooky	non-A	novel	RC	1
306	M	29	filler	gambles	non-A	real	RC	1
306	M	30	critical	agask	A	novel	RC	1
306	M	31	filler	strong	non-A	real	A	1
306	M	32	critical	floating	non-A	real	A	1
307	F	1	filler	lies	non-A	real	RC	1
307	F	2	critical	adax	A	novel	A	1
307	F	3	filler	golfs	non-A	real	RC	1
307	F	4	critical	ablim	A	novel	A	1
307	F	5	filler	votes	non-A	real	RC	1
307	F	6	critical	chammy	non-A	novel	A	1
307	F	7	filler	bad	non-A	real	A	1
307	F	8	critical	living	non-A	real	A	1
307	F	9	filler	smokes	non-A	real	RC	1
307	F	10	critical	gecky	non-A	novel	A	1
307	F	11	filler	good	non-A	real	A	1
307	F	12	critical	alive	A	real	RC	1
307	F	13	filler	old	non-A	real	A	1
307	F	14	critical	flitzy	non-A	novel	A	1
307	F	15	filler	young	non-A	real	A	1
307	F	16	critical	asleep	A	real	RC	1
307	F	17	filler	snowboards	non-A	real	RC	1
307	F	18	critical	floating	non-A	real	A	1
307	F	19	filler	fast	non-A	real	A	1
307	F	20	critical	slooky	non-A	novel	A	1
307	F	21	filler	gambles	non-A	real	RC	1
307	F	22	critical	afloat	A	real	RC	1
307	F	23	filler	slow	non-A	real	A	1
307	F	24	critical	sleepy	non-A	real	A	1
307	F	25	filler	weak	non-A	real	A	1
307	F	26	critical	afraz	A	novel	RC	1
307	F	27	filler	bites	non-A	real	RC	1
307	F	28	critical	afraid	A	real	RC	1
307	F	29	filler	strong	non-A	real	A	1
307	F	30	critical	agask	A	novel	A	1
307	F	31	filler	cheats	non-A	real	RC	1
307	F	32	critical	frightened	non-A	real	A	1
308	F	1	filler	bites	non-A	real	RC	1
308	F	2	critical	sleepy	non-A	real	A	1
308	F	3	filler	fast	non-A	real	A	1
308	F	4	critical	ablim	A	novel	RC	1
308	F	5	filler	smokes	non-A	real	RC	1
308	F	6	critical	slooky	non-A	novel	A	1
308	F	7	filler	young	non-A	real	A	1
308	F	8	critical	adax	A	novel	RC	1
308	F	9	filler	slow	non-A	real	A	1
308	F	10	critical	floating	non-A	real	A	1
308	F	11	filler	snowboards	non-A	real	RC	1
308	F	12	critical	living	non-A	real	RC	1
308	F	13	filler	votes	non-A	real	RC	1
308	F	14	critical	asleep	A	real	RC	1
308	F	15	filler	lies	non-A	real	RC	1
308	F	16	critical	flitzy	non-A	novel	A	1
308	F	17	filler	bad	non-A	real	A	1
308	F	18	critical	afraid	A	real	RC	1
308	F	19	filler	cheats	non-A	real	RC	1
308	F	20	critical	agask	A	novel	RC	1
308	F	21	filler	old	non-A	real	A	1
308	F	22	critical	frightened	non-A	real	A	1
308	F	23	filler	strong	non-A	real	A	1
308	F	24	critical	gecky	non-A	novel	A	1
308	F	25	filler	gambles	non-A	real	RC	1
308	F	26	critical	alive	A	real	RC	1
308	F	27	filler	weak	non-A	real	A	1
308	F	28	critical	afloat	A	real	RC	1
308	F	29	filler	golfs	non-A	real	RC	1
308	F	30	critical	afraz	A	novel	RC	1
308	F	31	filler	good	non-A	real	A	1
308	F	32	critical	chammy	non-A	novel	A	1
309	F	1	filler	strong	non-A	real	A	1
309	F	2	critical	agask	A	novel	A	1
309	F	3	filler	old	non-A	real	A	1
309	F	4	critical	asleep	A	real	RC	1
309	F	5	filler	gambles	non-A	real	RC	1
309	F	6	critical	chammy	non-A	novel	A	1
309	F	7	filler	bad	non-A	real	A	1
309	F	8	critical	afraz	A	novel	A	1
309	F	9	filler	young	non-A	real	A	1
309	F	10	critical	living	non-A	real	A	1
309	F	11	filler	snowboards	non-A	real	RC	1
309	F	12	critical	frightened	non-A	real	A	1
309	F	13	filler	fast	non-A	real	A	1
309	F	14	critical	alive	A	real	RC	1
309	F	15	filler	bites	non-A	real	RC	1
309	F	16	critical	floating	non-A	real	A	1
309	F	17	filler	slow	non-A	real	A	1
309	F	18	critical	slooky	non-A	novel	A	1
309	F	19	filler	golfs	non-A	real	RC	1
309	F	20	critical	ablim	A	novel	RC	1
309	F	21	filler	weak	non-A	real	A	1
309	F	22	critical	sleepy	non-A	real	A	1
309	F	23	filler	cheats	non-A	real	RC	1
309	F	24	critical	afloat	A	real	RC	1
309	F	25	filler	good	non-A	real	A	1
309	F	26	critical	flitzy	non-A	novel	A	1
309	F	27	filler	smokes	non-A	real	RC	1
309	F	28	critical	afraid	A	real	RC	1
309	F	29	filler	lies	non-A	real	RC	1
309	F	30	critical	gecky	non-A	novel	A	1
309	F	31	filler	votes	non-A	real	RC	1
309	F	32	critical	adax	A	novel	A	1
310	F	1	filler	votes	non-A	real	RC	1
310	F	2	critical	alive	A	real	RC	1
310	F	3	filler	good	non-A	real	A	1
310	F	4	critical	afraid	A	real	RC	1
310	F	5	filler	lies	non-A	real	RC	1
310	F	6	critical	living	non-A	real	A	1
310	F	7	filler	weak	non-A	real	A	1
310	F	8	critical	adax	A	novel	A	1
310	F	9	filler	slow	non-A	real	A	1
310	F	10	critical	chammy	non-A	novel	A	1
310	F	11	filler	smokes	non-A	real	RC	1
310	F	12	critical	asleep	A	real	RC	1
310	F	13	filler	cheats	non-A	real	RC	1
310	F	14	critical	afraz	A	novel	RC	1
310	F	15	filler	fast	non-A	real	A	1
310	F	16	critical	afloat	A	real	RC	1
310	F	17	filler	young	non-A	real	A	1
310	F	18	critical	gecky	non-A	novel	A	1
310	F	19	filler	bad	non-A	real	A	1
310	F	20	critical	frightened	non-A	real	A	1
310	F	21	filler	golfs	non-A	real	RC	1
310	F	22	critical	flitzy	non-A	novel	A	1
310	F	23	filler	bites	non-A	real	RC	1
310	F	24	critical	sleepy	non-A	real	A	1
310	F	25	filler	old	non-A	real	A	1
310	F	26	critical	ablim	A	novel	A	1
310	F	27	filler	snowboards	non-A	real	RC	1
310	F	28	critical	slooky	non-A	novel	A	1
310	F	29	filler	gambles	non-A	real	RC	1
310	F	30	critical	agask	A	novel	A	1
310	F	31	filler	strong	non-A	real	A	1
310	F	32	critical	floating	non-A	real	RC	1
311	M	1	filler	lies	non-A	real	RC	1
311	M	2	critical	adax	A	novel	A	1
311	M	3	filler	golfs	non-A	real	RC	1
311	M	4	critical	ablim	A	novel	A	1
311	M	5	filler	votes	non-A	real	RC	1
311	M	6	critical	chammy	non-A	novel	A	1
311	M	7	filler	bad	non-A	real	A	1
311	M	8	critical	living	non-A	real	A	1
311	M	9	filler	smokes	non-A	real	RC	1
311	M	10	critical	gecky	non-A	novel	A	1
311	M	11	filler	good	non-A	real	A	1
311	M	12	critical	alive	A	real	RC	1
311	M	13	filler	old	non-A	real	A	1
311	M	14	critical	flitzy	non-A	novel	A	1
311	M	15	filler	young	non-A	real	A	1
311	M	16	critical	asleep	A	real	A	1
311	M	17	filler	snowboards	non-A	real	RC	1
311	M	18	critical	floating	non-A	real	A	1
311	M	19	filler	fast	non-A	real	A	1
311	M	20	critical	slooky	non-A	novel	A	1
311	M	21	filler	gambles	non-A	real	RC	1
311	M	22	critical	afloat	A	real	RC	1
311	M	23	filler	slow	non-A	real	A	1
311	M	24	critical	sleepy	non-A	real	A	1
311	M	25	filler	weak	non-A	real	A	1
311	M	26	critical	afraz	A	novel	A	1
311	M	27	filler	bites	non-A	real	RC	1
311	M	28	critical	afraid	A	real	RC	1
311	M	29	filler	strong	non-A	real	A	1
311	M	30	critical	agask	A	novel	A	1
311	M	31	filler	cheats	non-A	real	RC	1
311	M	32	critical	frightened	non-A	real	A	1
312	F	1	filler	bites	non-A	real	RC	1
312	F	2	critical	sleepy	non-A	real	RC	1
312	F	3	filler	fast	non-A	real	A	1
312	F	4	critical	ablim	A	novel	A	1
312	F	5	filler	smokes	non-A	real	RC	1
312	F	6	critical	slooky	non-A	novel	A	1
312	F	7	filler	young	non-A	real	A	1
312	F	8	critical	adax	A	novel	RC	1
312	F	9	filler	slow	non-A	real	A	1
312	F	10	critical	floating	non-A	real	A	1
312	F	11	filler	snowboards	non-A	real	RC	1
312	F	12	critical	living	non-A	real	RC	1
312	F	13	filler	votes	non-A	real	RC	1
312	F	14	critical	asleep	A	real	RC	1
312	F	15	filler	lies	non-A	real	RC	1
312	F	16	critical	flitzy	non-A	novel	A	1
312	F	17	filler	bad	non-A	real	A	1
312	F	18	critical	afraid	A	real	A	1
312	F	19	filler	cheats	non-A	real	RC	1
312	F	20	critical	agask	A	novel	RC	1
312	F	21	filler	old	non-A	real	A	1
312	F	22	critical	frightened	non-A	real	RC	1
312	F	23	filler	strong	non-A	real	A	1
312	F	24	critical	gecky	non-A	novel	A	1
312	F	25	filler	gambles	non-A	real	RC	1
312	F	26	critical	alive	A	real	RC	1
312	F	27	filler	weak	non-A	real	A	1
312	F	28	critical	afloat	A	real	RC	1
312	F	29	filler	golfs	non-A	real	RC	1
312	F	30	critical	afraz	A	novel	A	1
312	F	31	filler	good	non-A	real	A	1
312	F	32	critical	chammy	non-A	novel	A	1
313	M	1	filler	strong	non-A	real	A	1
313	M	2	critical	agask	A	novel	A	1
313	M	3	filler	old	non-A	real	A	1
313	M	4	critical	asleep	A	real	RC	1
313	M	5	filler	gambles	non-A	real	RC	1
313	M	6	critical	chammy	non-A	novel	RC	1
313	M	7	filler	bad	non-A	real	A	1
313	M	8	critical	afraz	A	novel	RC	1
313	M	9	filler	young	non-A	real	A	1
313	M	10	critical	living	non-A	real	RC	1
313	M	11	filler	snowboards	non-A	real	RC	1
313	M	12	critical	frightened	non-A	real	A	1
313	M	13	filler	fast	non-A	real	A	1
313	M	14	critical	alive	A	real	RC	1
313	M	15	filler	bites	non-A	real	RC	1
313	M	16	critical	floating	non-A	real	A	1
313	M	17	filler	slow	non-A	real	A	1
313	M	18	critical	slooky	non-A	novel	A	1
313	M	19	filler	golfs	non-A	real	RC	1
313	M	20	critical	ablim	A	novel	RC	1
313	M	21	filler	weak	non-A	real	A	1
313	M	22	critical	sleepy	non-A	real	A	1
313	M	23	filler	cheats	non-A	real	RC	1
313	M	24	critical	afloat	A	real	RC	1
313	M	25	filler	good	non-A	real	A	1
313	M	26	critical	flitzy	non-A	novel	A	1
313	M	27	filler	smokes	non-A	real	RC	1
313	M	28	critical	afraid	A	real	RC	1
313	M	29	filler	lies	non-A	real	RC	1
313	M	30	critical	gecky	non-A	novel	A	1
313	M	31	filler	votes	non-A	real	RC	1
313	M	32	critical	adax	A	novel	RC	1
314	F	1	filler	votes	non-A	real	RC	1
314	F	2	critical	alive	A	real	RC	1
314	F	3	filler	good	non-A	real	A	1
314	F	4	critical	afraid	A	real	RC	1
314	F	5	filler	lies	non-A	real	RC	1
314	F	6	critical	living	non-A	real	A	1
314	F	7	filler	weak	non-A	real	A	1
314	F	8	critical	adax	A	novel	RC	1
314	F	9	filler	slow	non-A	real	A	1
314	F	10	critical	chammy	non-A	novel	A	1
314	F	11	filler	smokes	non-A	real	RC	1
314	F	12	critical	asleep	A	real	RC	1
314	F	13	filler	cheats	non-A	real	RC	1
314	F	14	critical	afraz	A	novel	A	1
314	F	15	filler	fast	non-A	real	A	1
314	F	16	critical	afloat	A	real	RC	1
314	F	17	filler	young	non-A	real	A	1
314	F	18	critical	gecky	non-A	novel	A	1
314	F	19	filler	bad	non-A	real	A	1
314	F	20	critical	frightened	non-A	real	A	1
314	F	21	filler	golfs	non-A	real	RC	1
314	F	22	critical	flitzy	non-A	novel	RC	1
314	F	23	filler	bites	non-A	real	RC	1
314	F	24	critical	sleepy	non-A	real	A	1
314	F	25	filler	old	non-A	real	A	1
314	F	26	critical	ablim	A	novel	RC	1
314	F	27	filler	snowboards	non-A	real	RC	1
314	F	28	critical	slooky	non-A	novel	A	1
314	F	29	filler	gambles	non-A	real	RC	1
314	F	30	critical	agask	A	novel	RC	1
314	F	31	filler	strong	non-A	real	A	1
314	F	32	critical	floating	non-A	real	RC	1
315	F	1	filler	lies	non-A	real	RC	1
315	F	2	critical	adax	A	novel	A	1
315	F	3	filler	golfs	non-A	real	RC	1
315	F	4	critical	ablim	A	novel	A	1
315	F	5	filler	votes	non-A	real	RC	1
315	F	6	critical	chammy	non-A	novel	A	1
315	F	7	filler	bad	non-A	real	A	1
315	F	8	critical	living	non-A	real	A	1
315	F	9	filler	smokes	non-A	real	RC	1
315	F	10	critical	gecky	non-A	novel	A	1
315	F	11	filler	good	non-A	real	A	1
315	F	12	critical	alive	A	real	RC	1
315	F	13	filler	old	non-A	real	A	1
315	F	14	critical	flitzy	non-A	novel	A	1
315	F	15	filler	young	non-A	real	A	1
315	F	16	critical	asleep	A	real	RC	1
315	F	17	filler	snowboards	non-A	real	RC	1
315	F	18	critical	floating	non-A	real	A	1
315	F	19	filler	fast	non-A	real	A	1
315	F	20	critical	slooky	non-A	novel	A	1
315	F	21	filler	gambles	non-A	real	RC	1
315	F	22	critical	afloat	A	real	RC	1
315	F	23	filler	slow	non-A	real	A	1
315	F	24	critical	sleepy	non-A	real	A	1
315	F	25	filler	weak	non-A	real	A	1
315	F	26	critical	afraz	A	novel	RC	1
315	F	27	filler	bites	non-A	real	RC	1
315	F	28	critical	afraid	A	real	RC	1
315	F	29	filler	strong	non-A	real	A	1
315	F	30	critical	agask	A	novel	A	1
315	F	31	filler	cheats	non-A	real	RC	1
315	F	32	critical	frightened	non-A	real	A	1
316	F	1	filler	bites	non-A	real	RC	1
316	F	2	critical	sleepy	non-A	real	A	1
316	F	3	filler	fast	non-A	real	A	1
316	F	4	critical	ablim	A	novel	RC	1
316	F	5	filler	smokes	non-A	real	RC	1
316	F	6	critical	slooky	non-A	novel	RC	1
316	F	7	filler	young	non-A	real	A	1
316	F	8	critical	adax	A	novel	RC	1
316	F	9	filler	slow	non-A	real	A	1
316	F	10	critical	floating	non-A	real	RC	1
316	F	11	filler	snowboards	non-A	real	RC	1
316	F	12	critical	living	non-A	real	RC	1
316	F	13	filler	votes	non-A	real	RC	1
316	F	14	critical	asleep	A	real	RC	1
316	F	15	filler	lies	non-A	real	RC	1
316	F	16	critical	flitzy	non-A	novel	A	1
316	F	17	filler	bad	non-A	real	A	1
316	F	18	critical	afraid	A	real	RC	1
316	F	19	filler	cheats	non-A	real	RC	1
316	F	20	critical	agask	A	novel	RC	1
316	F	21	filler	old	non-A	real	A	1
316	F	22	critical	frightened	non-A	real	A	1
316	F	23	filler	strong	non-A	real	A	1
316	F	24	critical	gecky	non-A	novel	A	1
316	F	25	filler	gambles	non-A	real	RC	1
316	F	26	critical	alive	A	real	RC	1
316	F	27	filler	weak	non-A	real	A	1
316	F	28	critical	afloat	A	real	RC	1
316	F	29	filler	golfs	non-A	real	RC	1
316	F	30	critical	afraz	A	novel	A	1
316	F	31	filler	good	non-A	real	A	1
316	F	32	critical	chammy	non-A	novel	A	1
317	F	1	filler	strong	non-A	real	A	1
317	F	2	critical	agask	A	novel	A	1
317	F	3	filler	old	non-A	real	A	1
317	F	4	critical	asleep	A	real	RC	1
317	F	5	filler	gambles	non-A	real	RC	1
317	F	6	critical	chammy	non-A	novel	A	1
317	F	7	filler	bad	non-A	real	A	1
317	F	8	critical	afraz	A	novel	A	1
317	F	9	filler	young	non-A	real	A	1
317	F	10	critical	living	non-A	real	A	1
317	F	11	filler	snowboards	non-A	real	RC	1
317	F	12	critical	frightened	non-A	real	A	1
317	F	13	filler	fast	non-A	real	A	1
317	F	14	critical	alive	A	real	A	1
317	F	15	filler	bites	non-A	real	RC	1
317	F	16	critical	floating	non-A	real	A	1
317	F	17	filler	slow	non-A	real	A	1
317	F	18	critical	slooky	non-A	novel	A	1
317	F	19	filler	golfs	non-A	real	RC	1
317	F	20	critical	ablim	A	novel	A	1
317	F	21	filler	weak	non-A	real	A	1
317	F	22	critical	sleepy	non-A	real	A	1
317	F	23	filler	cheats	non-A	real	RC	1
317	F	24	critical	afloat	A	real	RC	1
317	F	25	filler	good	non-A	real	A	1
317	F	26	critical	flitzy	non-A	novel	A	1
317	F	27	filler	smokes	non-A	real	RC	1
317	F	28	critical	afraid	A	real	A	1
317	F	29	filler	lies	non-A	real	RC	1
317	F	30	critical	gecky	non-A	novel	A	1
317	F	31	filler	votes	non-A	real	RC	1
317	F	32	critical	adax	A	novel	A	1
318	F	1	filler	votes	non-A	real	RC	1
318	F	2	critical	alive	A	real	RC	1
318	F	3	filler	good	non-A	real	A	1
318	F	4	critical	afraid	A	real	RC	1
318	F	5	filler	lies	non-A	real	RC	1
318	F	6	critical	living	non-A	real	RC	1
318	F	7	filler	weak	non-A	real	A	1
318	F	8	critical	adax	A	novel	A	1
318	F	9	filler	slow	non-A	real	A	1
318	F	10	critical	chammy	non-A	novel	RC	1
318	F	11	filler	smokes	non-A	real	RC	1
318	F	12	critical	asleep	A	real	RC	1
318	F	13	filler	cheats	non-A	real	RC	1
318	F	14	critical	afraz	A	novel	RC	1
318	F	15	filler	fast	non-A	real	RC	1
318	F	16	critical	afloat	A	real	RC	1
318	F	17	filler	young	non-A	real	A	1
318	F	18	critical	gecky	non-A	novel	A	1
318	F	19	filler	bad	non-A	real	A	1
318	F	20	critical	frightened	non-A	real	A	1
318	F	21	filler	golfs	non-A	real	RC	1
318	F	22	critical	flitzy	non-A	novel	A	1
318	F	23	filler	bites	non-A	real	RC	1
318	F	24	critical	sleepy	non-A	real	RC	1
318	F	25	filler	old	non-A	real	A	1
318	F	26	critical	ablim	A	novel	A	1
318	F	27	filler	snowboards	non-A	real	RC	1
318	F	28	critical	slooky	non-A	novel	A	1
318	F	29	filler	gambles	non-A	real	RC	1
318	F	30	critical	agask	A	novel	A	1
318	F	31	filler	strong	non-A	real	A	1
318	F	32	critical	floating	non-A	real	RC	1
319	F	1	filler	lies	non-A	real	RC	1
319	F	2	critical	adax	A	novel	A	1
