Subject	Sex	Trial	TrialType	Item	Phonology	Novelty	UttCode	Experiment
319	F	3	filler	golfs	non-A	real	RC	1
319	F	4	critical	ablim	A	novel	A	1
319	F	5	filler	votes	non-A	real	RC	1
319	F	6	critical	chammy	non-A	novel	A	1
319	F	7	filler	bad	non-A	real	A	1
319	F	8	critical	living	non-A	real	A	1
319	F	9	filler	smokes	non-A	real	RC	1
319	F	10	critical	gecky	non-A	novel	A	1
319	F	11	filler	good	non-A	real	A	1
319	F	12	critical	alive	A	real	RC	1
319	F	13	filler	old	non-A	real	A	1
319	F	14	critical	flitzy	non-A	novel	A	1
319	F	15	filler	young	non-A	real	A	1
319	F	16	critical	asleep	A	real	RC	1
319	F	17	filler	snowboards	non-A	real	RC	1
319	F	18	critical	floating	non-A	real	A	1
319	F	19	filler	fast	non-A	real	A	1
319	F	20	critical	slooky	non-A	novel	A	1
319	F	21	filler	gambles	non-A	real	RC	1
319	F	22	critical	afloat	A	real	A	1
319	F	23	filler	slow	non-A	real	A	1
319	F	24	critical	sleepy	non-A	real	A	1
319	F	25	filler	weak	non-A	real	A	1
319	F	26	critical	afraz	A	novel	A	1
319	F	27	filler	bites	non-A	real	RC	1
319	F	28	critical	afraid	A	real	RC	1
319	F	29	filler	strong	non-A	real	A	1
319	F	30	critical	agask	A	novel	A	1
319	F	31	filler	cheats	non-A	real	RC	1
319	F	32	critical	frightened	non-A	real	A	1
320	F	1	filler	bites	non-A	real	RC	1
320	F	2	critical	sleepy	non-A	real	A	1
320	F	3	filler	fast	non-A	real	A	1
320	F	4	critical	ablim	A	novel	A	1
320	F	5	filler	smokes	non-A	real	RC	1
320	F	6	critical	slooky	non-A	novel	A	1
320	F	7	filler	young	non-A	real	A	1
320	F	8	critical	adax	A	novel	A	1
320	F	9	filler	slow	non-A	real	A	1
320	F	10	critical	floating	non-A	real	A	1
320	F	11	filler	snowboards	non-A	real	RC	1
320	F	12	critical	living	non-A	real	A	1
320	F	13	filler	votes	non-A	real	RC	1
320	F	14	critical	asleep	A	real	A	1
320	F	15	filler	lies	non-A	real	RC	1
320	F	16	critical	flitzy	non-A	novel	A	1
320	F	17	filler	bad	non-A	real	A	1
320	F	18	critical	afraid	A	real	A	1
320	F	19	filler	cheats	non-A	real	RC	1
320	F	20	critical	agask	A	novel	A	1
320	F	21	filler	old	non-A	real	A	1
320	F	22	critical	frightened	non-A	real	A	1
320	F	23	filler	strong	non-A	real	A	1
320	F	24	critical	gecky	non-A	novel	A	1
320	F	25	filler	gambles	non-A	real	RC	1
320	F	26	critical	alive	A	real	A	1
320	F	27	filler	weak	non-A	real	A	1
320	F	28	critical	afloat	A	real	RC	1
320	F	29	filler	golfs	non-A	real	RC	1
320	F	30	critical	afraz	A	novel	A	1
320	F	31	filler	good	non-A	real	A	1
320	F	32	critical	chammy	non-A	novel	A	1
601	F	13	filler	strong	non-A	real	A	3
601	F	14	critical	agask	A	novel	A	3
601	F	14	filler	old	non-A	real	A	3
601	F	16	critical	asleep	A	real	RC	3
601	F	17	filler	gambles	non-A	real	RC	3
601	F	18	critical	chammy	non-A	novel	A	3
601	F	19	filler	bad	non-A	real	A	3
601	F	20	critical	afraz	A	novel	RC	3
601	F	21	filler	young	non-A	real	A	3
601	F	22	critical	living	non-A	real	A	3
601	F	23	filler	snowboards	non-A	real	RC	3
601	F	24	critical	frightened	non-A	real	A	3
601	F	25	filler	fast	non-A	real	A	3
601	F	26	critical	alive	A	real	RC	3
601	F	27	filler	bites	non-A	real	RC	3
601	F	28	critical	floating	non-A	real	RC	3
601	F	29	filler	slow	non-A	real	A	3
601	F	30	critical	slooky	non-A	novel	A	3
601	F	31	filler	golfs	non-A	real	RC	3
601	F	32	critical	ablim	A	novel	A	3
601	F	33	filler	weak	non-A	real	A	3
601	F	34	critical	sleepy	non-A	real	A	3
601	F	35	filler	cheats	non-A	real	RC	3
601	F	36	critical	afloat	A	real	RC	3
601	F	37	filler	good	non-A	real	A	3
601	F	38	critical	flitzy	non-A	novel	A	3
601	F	39	filler	smokes	non-A	real	RC	3
601	F	40	critical	afraid	A	real	RC	3
601	F	41	filler	lies	non-A	real	RC	3
601	F	42	critical	gecky	non-A	novel	A	3
601	F	43	filler	votes	non-A	real	RC	3
601	F	44	critical	adax	A	novel	A	3
602	F	13	filler	votes	non-A	real	RC	3
602	F	14	critical	alive	A	real	RC	3
602	F	15	filler	good	non-A	real	A	3
602	F	16	critical	afraid	A	real	A	3
602	F	17	filler	lies	non-A	real	RC	3
602	F	18	critical	living	non-A	real	A	3
602	F	19	filler	weak	non-A	real	A	3
602	F	20	critical	adax	A	novel	A	3
602	F	21	filler	slow	non-A	real	A	3
602	F	22	critical	chammy	non-A	novel	A	3
602	F	23	filler	smokes	non-A	real	RC	3
602	F	24	critical	asleep	A	real	A	3
602	F	25	filler	cheats	non-A	real	RC	3
602	F	26	critical	afraz	A	novel	A	3
602	F	27	filler	fast	non-A	real	A	3
602	F	28	critical	afloat	A	real	A	3
602	F	29	filler	young	non-A	real	A	3
602	F	30	critical	gecky	non-A	novel	A	3
602	F	31	filler	bad	non-A	real	A	3
602	F	32	critical	frightened	non-A	real	A	3
602	F	33	filler	golfs	non-A	real	RC	3
602	F	34	critical	flitzy	non-A	novel	A	3
602	F	35	filler	bites	non-A	real	RC	3
602	F	36	critical	sleepy	non-A	real	A	3
602	F	37	filler	old	non-A	real	A	3
602	F	38	critical	ablim	A	novel	A	3
602	F	39	filler	snowboards	non-A	real	RC	3
602	F	40	critical	slooky	non-A	novel	A	3
602	F	41	filler	gambles	non-A	real	RC	3
602	F	42	critical	agask	A	novel	A	3
602	F	43	filler	strong	non-A	real	A	3
602	F	44	critical	floating	non-A	real	A	3
603	F	13	filler	lies	non-A	real	RC	3
603	F	14	critical	adax	A	novel	A	3
603	F	15	filler	golfs	non-A	real	RC	3
603	F	16	critical	ablim	A	novel	A	3
603	F	17	filler	votes	non-A	real	RC	3
603	F	18	critical	chammy	non-A	novel	A	3
603	F	19	filler	bad	non-A	real	A	3
603	F	20	critical	living	non-A	real	A	3
603	F	21	filler	smokes	non-A	real	RC	3
603	F	22	critical	gecky	non-A	novel	A	3
603	F	23	filler	good	non-A	real	A	3
603	F	24	critical	alive	A	real	RC	3
603	F	25	filler	old	non-A	real	A	3
603	F	26	critical	flitzy	non-A	novel	A	3
603	F	27	filler	young	non-A	real	A	3
603	F	28	critical	asleep	A	real	RC	3
603	F	29	filler	snowboards	non-A	real	RC	3
603	F	30	critical	floating	non-A	real	A	3
603	F	31	filler	fast	non-A	real	A	3
603	F	32	critical	slooky	non-A	novel	A	3
603	F	33	filler	gambles	non-A	real	RC	3
603	F	34	critical	afloat	A	real	RC	3
603	F	35	filler	slow	non-A	real	A	3
603	F	36	critical	sleepy	non-A	real	A	3
603	F	37	filler	weak	non-A	real	A	3
603	F	38	critical	afraz	A	novel	A	3
603	F	39	filler	bites	non-A	real	RC	3
603	F	40	critical	afraid	A	real	A	3
603	F	41	filler	strong	non-A	real	A	3
603	F	42	critical	agask	A	novel	A	3
603	F	43	filler	cheats	non-A	real	RC	3
603	F	44	critical	frightened	non-A	real	A	3
604	F	13	filler	bites	non-A	real	RC	3
604	F	14	critical	sleepy	non-A	real	A	3
604	F	15	filler	fast	non-A	real	A	3
604	F	16	critical	ablim	A	novel	A	3
604	F	17	filler	smokes	non-A	real	RC	3
604	F	18	critical	slooky	non-A	novel	A	3
604	F	19	filler	young	non-A	real	A	3
604	F	20	critical	adax	A	novel	A	3
604	F	21	filler	slow	non-A	real	A	3
604	F	22	critical	floating	non-A	real	A	3
604	F	23	filler	snowboards	non-A	real	RC	3
604	F	24	critical	living	non-A	real	RC	3
604	F	25	filler	votes	non-A	real	RC	3
604	F	26	critical	asleep	A	real	RC	3
604	F	27	filler	lies	non-A	real	RC	3
604	F	28	critical	flitzy	non-A	novel	A	3
604	F	29	filler	bad	non-A	real	A	3
604	F	30	critical	afraid	A	real	RC	3
604	F	31	filler	cheats	non-A	real	RC	3
604	F	32	critical	agask	A	novel	A	3
604	F	33	filler	old	non-A	real	A	3
604	F	34	critical	frightened	non-A	real	RC	3
604	F	35	filler	strong	non-A	real	A	3
604	F	36	critical	gecky	non-A	novel	A	3
604	F	37	filler	gambles	non-A	real	RC	3
604	F	38	critical	alive	A	real	RC	3
604	F	39	filler	weak	non-A	real	RC	3
604	F	40	critical	afloat	A	real	RC	3
604	F	41	filler	golfs	non-A	real	RC	3
604	F	42	critical	afraz	A	novel	RC	3
604	F	43	filler	good	non-A	real	A	3
604	F	44	critical	chammy	non-A	novel	A	3
605	F	13	filler	strong	non-A	real	A	3
605	F	14	critical	agask	A	novel	A	3
605	F	14	filler	old	non-A	real	A	3
605	F	16	critical	asleep	A	real	A	3
605	F	17	filler	gambles	non-A	real	RC	3
605	F	18	critical	chammy	non-A	novel	A	3
605	F	19	filler	bad	non-A	real	A	3
605	F	20	critical	afraz	A	novel	A	3
605	F	21	filler	young	non-A	real	A	3
605	F	22	critical	living	non-A	real	A	3
605	F	23	filler	snowboards	non-A	real	RC	3
605	F	24	critical	frightened	non-A	real	A	3
605	F	25	filler	fast	non-A	real	A	3
605	F	26	critical	alive	A	real	A	3
605	F	27	filler	bites	non-A	real	RC	3
605	F	28	critical	floating	non-A	real	A	3
605	F	29	filler	slow	non-A	real	A	3
605	F	30	critical	slooky	non-A	novel	A	3
605	F	31	filler	golfs	non-A	real	RC	3
605	F	32	critical	ablim	A	novel	A	3
605	F	33	filler	weak	non-A	real	A	3
605	F	34	critical	sleepy	non-A	real	A	3
605	F	35	filler	cheats	non-A	real	RC	3
605	F	36	critical	afloat	A	real	RC	3
605	F	37	filler	good	non-A	real	A	3
605	F	38	critical	flitzy	non-A	novel	A	3
605	F	39	filler	smokes	non-A	real	RC	3
605	F	40	critical	afraid	A	real	A	3
605	F	41	filler	lies	non-A	real	RC	3
605	F	42	critical	gecky	non-A	novel	A	3
605	F	43	filler	votes	non-A	real	RC	3
605	F	44	critical	adax	A	novel	A	3
606	F	13	filler	votes	non-A	real	RC	3
606	F	14	critical	alive	A	real	A	3
606	F	15	filler	good	non-A	real	A	3
606	F	16	critical	afraid	A	real	A	3
606	F	17	filler	lies	non-A	real	RC	3
606	F	18	critical	living	non-A	real	A	3
606	F	19	filler	weak	non-A	real	A	3
606	F	20	critical	adax	A	novel	A	3
606	F	21	filler	slow	non-A	real	A	3
606	F	22	critical	chammy	non-A	novel	A	3
606	F	23	filler	smokes	non-A	real	RC	3
606	F	24	critical	asleep	A	real	RC	3
606	F	25	filler	cheats	non-A	real	RC	3
606	F	26	critical	afraz	A	novel	A	3
606	F	27	filler	fast	non-A	real	A	3
606	F	28	critical	afloat	A	real	RC	3
606	F	29	filler	young	non-A	real	A	3
606	F	30	critical	gecky	non-A	novel	A	3
606	F	31	filler	bad	non-A	real	A	3
606	F	32	critical	frightened	non-A	real	A	3
606	F	33	filler	golfs	non-A	real	RC	3
606	F	34	critical	flitzy	non-A	novel	A	3
606	F	35	filler	bites	non-A	real	RC	3
606	F	36	critical	sleepy	non-A	real	A	3
606	F	37	filler	old	non-A	real	A	3
606	F	38	critical	ablim	A	novel	A	3
606	F	39	filler	snowboards	non-A	real	RC	3
606	F	40	critical	slooky	non-A	novel	A	3
606	F	41	filler	gambles	non-A	real	RC	3
606	F	42	critical	agask	A	novel	A	3
606	F	43	filler	strong	non-A	real	A	3
606	F	44	critical	floating	non-A	real	A	3
607	F	13	filler	lies	non-A	real	RC	3
607	F	14	critical	adax	A	novel	A	3
607	F	15	filler	golfs	non-A	real	RC	3
607	F	16	critical	ablim	A	novel	A	3
607	F	17	filler	votes	non-A	real	RC	3
607	F	18	critical	chammy	non-A	novel	A	3
607	F	19	filler	bad	non-A	real	A	3
607	F	20	critical	living	non-A	real	A	3
607	F	21	filler	smokes	non-A	real	RC	3
607	F	22	critical	gecky	non-A	novel	A	3
607	F	23	filler	good	non-A	real	A	3
607	F	24	critical	alive	A	real	RC	3
607	F	25	filler	old	non-A	real	A	3
607	F	26	critical	flitzy	non-A	novel	A	3
607	F	27	filler	young	non-A	real	A	3
607	F	28	critical	asleep	A	real	RC	3
607	F	29	filler	snowboards	non-A	real	RC	3
607	F	30	critical	floating	non-A	real	A	3
607	F	31	filler	fast	non-A	real	A	3
607	F	32	critical	slooky	non-A	novel	A	3
607	F	33	filler	gambles	non-A	real	RC	3
607	F	34	critical	afloat	A	real	RC	3
607	F	35	filler	slow	non-A	real	A	3
607	F	36	critical	sleepy	non-A	real	A	3
607	F	37	filler	weak	non-A	real	A	3
607	F	38	critical	afraz	A	novel	A	3
607	F	39	filler	bites	non-A	real	RC	3
607	F	40	critical	afraid	A	real	A	3
607	F	41	filler	strong	non-A	real	A	3
607	F	42	critical	agask	A	novel	A	3
607	F	43	filler	cheats	non-A	real	RC	3
607	F	44	critical	frightened	non-A	real	A	3
608	F	13	filler	bites	non-A	real	RC	3
608	F	14	critical	sleepy	non-A	real	A	3
608	F	15	filler	fast	non-A	real	A	3
608	F	16	critical	ablim	A	novel	A	3
608	F	17	filler	smokes	non-A	real	RC	3
608	F	18	critical	slooky	non-A	novel	A	3
608	F	19	filler	young	non-A	real	A	3
608	F	20	critical	adax	A	novel	A	3
608	F	21	filler	slow	non-A	real	A	3
608	F	22	critical	floating	non-A	real	A	3
608	F	23	filler	snowboards	non-A	real	RC	3
608	F	24	critical	living	non-A	real	A	3
608	F	25	filler	votes	non-A	real	RC	3
608	F	26	critical	asleep	A	real	RC	3
608	F	27	filler	lies	non-A	real	RC	3
608	F	28	critical	flitzy	non-A	novel	A	3
608	F	29	filler	bad	non-A	real	A	3
608	F	30	critical	afraid	A	real	RC	3
608	F	31	filler	cheats	non-A	real	RC	3
608	F	32	critical	agask	A	novel	A	3
608	F	33	filler	old	non-A	real	A	3
608	F	34	critical	frightened	non-A	real	A	3
608	F	35	filler	strong	non-A	real	A	3
608	F	36	critical	gecky	non-A	novel	A	3
608	F	37	filler	gambles	non-A	real	RC	3
608	F	38	critical	alive	A	real	RC	3
608	F	39	filler	weak	non-A	real	A	3
608	F	40	critical	afloat	A	real	RC	3
608	F	41	filler	golfs	non-A	real	RC	3
608	F	42	critical	afraz	A	novel	A	3
608	F	43	filler	good	non-A	real	A	3
608	F	44	critical	chammy	non-A	novel	A	3
609	F	13	filler	strong	non-A	real	A	3
609	F	14	critical	agask	A	novel	A	3
609	F	14	filler	old	non-A	real	A	3
609	F	16	critical	asleep	A	real	A	3
609	F	17	filler	gambles	non-A	real	RC	3
609	F	18	critical	chammy	non-A	novel	A	3
609	F	19	filler	bad	non-A	real	A	3
609	F	20	critical	afraz	A	novel	A	3
609	F	21	filler	young	non-A	real	A	3
609	F	22	critical	living	non-A	real	A	3
609	F	23	filler	snowboards	non-A	real	RC	3
609	F	24	critical	frightened	non-A	real	A	3
609	F	25	filler	fast	non-A	real	A	3
609	F	26	critical	alive	A	real	A	3
609	F	27	filler	bites	non-A	real	RC	3
609	F	28	critical	floating	non-A	real	A	3
609	F	29	filler	slow	non-A	real	A	3
609	F	30	critical	slooky	non-A	novel	A	3
609	F	31	filler	golfs	non-A	real	RC	3
609	F	32	critical	ablim	A	novel	A	3
609	F	33	filler	weak	non-A	real	A	3
609	F	34	critical	sleepy	non-A	real	A	3
609	F	35	filler	cheats	non-A	real	RC	3
609	F	36	critical	afloat	A	real	A	3
609	F	37	filler	good	non-A	real	A	3
609	F	38	critical	flitzy	non-A	novel	A	3
609	F	39	filler	smokes	non-A	real	RC	3
609	F	40	critical	afraid	A	real	A	3
609	F	41	filler	lies	non-A	real	RC	3
609	F	42	critical	gecky	non-A	novel	A	3
609	F	43	filler	votes	non-A	real	RC	3
609	F	44	critical	adax	A	novel	A	3
610	M	13	filler	votes	non-A	real	RC	3
610	M	14	critical	alive	A	real	A	3
610	M	15	filler	good	non-A	real	A	3
610	M	16	critical	afraid	A	real	A	3
610	M	17	filler	lies	non-A	real	RC	3
610	M	18	critical	living	non-A	real	A	3
610	M	19	filler	weak	non-A	real	A	3
610	M	20	critical	adax	A	novel	A	3
610	M	21	filler	slow	non-A	real	A	3
610	M	22	critical	chammy	non-A	novel	A	3
610	M	23	filler	smokes	non-A	real	RC	3
610	M	24	critical	asleep	A	real	A	3
610	M	25	filler	cheats	non-A	real	RC	3
610	M	26	critical	afraz	A	novel	RC	3
610	M	27	filler	fast	non-A	real	A	3
610	M	28	critical	afloat	A	real	RC	3
610	M	29	filler	young	non-A	real	A	3
610	M	30	critical	gecky	non-A	novel	A	3
610	M	31	filler	bad	non-A	real	A	3
610	M	32	critical	frightened	non-A	real	A	3
610	M	33	filler	golfs	non-A	real	RC	3
610	M	34	critical	flitzy	non-A	novel	A	3
610	M	35	filler	bites	non-A	real	RC	3
610	M	36	critical	sleepy	non-A	real	A	3
610	M	37	filler	old	non-A	real	A	3
610	M	38	critical	ablim	A	novel	A	3
610	M	39	filler	snowboards	non-A	real	RC	3
610	M	40	critical	slooky	non-A	novel	A	3
610	M	41	filler	gambles	non-A	real	RC	3
610	M	42	critical	agask	A	novel	A	3
610	M	43	filler	strong	non-A	real	A	3
610	M	44	critical	floating	non-A	real	A	3
611	M	13	filler	lies	non-A	real	RC	3
611	M	14	critical	adax	A	novel	A	3
611	M	15	filler	golfs	non-A	real	RC	3
611	M	16	critical	ablim	A	novel	A	3
611	M	17	filler	votes	non-A	real	RC	3
611	M	18	critical	chammy	non-A	novel	A	3
611	M	19	filler	bad	non-A	real	A	3
611	M	20	critical	living	non-A	real	A	3
611	M	21	filler	smokes	non-A	real	RC	3
611	M	22	critical	gecky	non-A	novel	A	3
611	M	23	filler	good	non-A	real	A	3
611	M	24	critical	alive	A	real	A	3
611	M	25	filler	old	non-A	real	A	3
611	M	26	critical	flitzy	non-A	novel	A	3
611	M	27	filler	young	non-A	real	A	3
611	M	28	critical	asleep	A	real	RC	3
611	M	29	filler	snowboards	non-A	real	RC	3
611	M	30	critical	floating	non-A	real	A	3
611	M	31	filler	fast	non-A	real	A	3
611	M	32	critical	slooky	non-A	novel	A	3
611	M	33	filler	gambles	non-A	real	RC	3
611	M	34	critical	afloat	A	real	RC	3
611	M	35	filler	slow	non-A	real	A	3
611	M	36	critical	sleepy	non-A	real	A	3
611	M	37	filler	weak	non-A	real	A	3
611	M	38	critical	afraz	A	novel	A	3
611	M	39	filler	bites	non-A	real	RC	3
611	M	40	critical	afraid	A	real	RC	3
611	M	41	filler	strong	non-A	real	A	3
611	M	42	critical	agask	A	novel	A	3
611	M	43	filler	cheats	non-A	real	RC	3
611	M	44	critical	frightened	non-A	real	A	3
612	F	13	filler	bites	non-A	real	RC	3
612	F	14	critical	sleepy	non-A	real	A	3
612	F	15	filler	fast	non-A	real	A	3
612	F	16	critical	ablim	A	novel	RC	3
612	F	17	filler	smokes	non-A	real	RC	3
612	F	18	critical	slooky	non-A	novel	A	3
612	F	19	filler	young	non-A	real	A	3
612	F	20	critical	adax	A	novel	RC	3
612	F	21	filler	slow	non-A	real	A	3
612	F	22	critical	floating	non-A	real	A	3
612	F	23	filler	snowboards	non-A	real	RC	3
612	F	24	critical	living	non-A	real	A	3
612	F	25	filler	votes	non-A	real	RC	3
612	F	26	critical	asleep	A	real	RC	3
612	F	27	filler	lies	non-A	real	RC	3
612	F	28	critical	flitzy	non-A	novel	A	3
612	F	29	filler	bad	non-A	real	A	3
612	F	30	critical	afraid	A	real	A	3
612	F	31	filler	cheats	non-A	real	RC	3
612	F	32	critical	agask	A	novel	A	3
612	F	33	filler	old	non-A	real	A	3
612	F	34	critical	frightened	non-A	real	A	3
612	F	35	filler	strong	non-A	real	A	3
612	F	36	critical	gecky	non-A	novel	A	3
612	F	37	filler	gambles	non-A	real	RC	3
612	F	38	critical	alive	A	real	RC	3
612	F	39	filler	weak	non-A	real	A	3
612	F	40	critical	afloat	A	real	A	3
612	F	41	filler	golfs	non-A	real	RC	3
612	F	42	critical	afraz	A	novel	A	3
612	F	43	filler	good	non-A	real	A	3
612	F	44	critical	chammy	non-A	novel	A	3
613	M	13	filler	strong	non-A	real	A	3
613	M	14	critical	agask	A	novel	A	3
613	M	14	filler	old	non-A	real	A	3
613	M	16	critical	asleep	A	real	RC	3
613	M	17	filler	gambles	non-A	real	RC	3
613	M	18	critical	chammy	non-A	novel	A	3
613	M	19	filler	bad	non-A	real	A	3
613	M	20	critical	afraz	A	novel	A	3
613	M	21	filler	young	non-A	real	A	3
613	M	22	critical	living	non-A	real	A	3
613	M	23	filler	snowboards	non-A	real	RC	3
613	M	24	critical	frightened	non-A	real	A	3
613	M	25	filler	fast	non-A	real	A	3
613	M	26	critical	alive	A	real	A	3
613	M	27	filler	bites	non-A	real	RC	3
613	M	28	critical	floating	non-A	real	A	3
613	M	29	filler	slow	non-A	real	A	3
613	M	30	critical	slooky	non-A	novel	A	3
613	M	31	filler	golfs	non-A	real	RC	3
613	M	32	critical	ablim	A	novel	A	3
613	M	33	filler	weak	non-A	real	A	3
613	M	34	critical	sleepy	non-A	real	A	3
613	M	35	filler	cheats	non-A	real	RC	3
613	M	36	critical	afloat	A	real	RC	3
613	M	37	filler	good	non-A	real	A	3
613	M	38	critical	flitzy	non-A	novel	A	3
613	M	39	filler	smokes	non-A	real	RC	3
613	M	40	critical	afraid	A	real	A	3
613	M	41	filler	lies	non-A	real	RC	3
613	M	42	critical	gecky	non-A	novel	A	3
613	M	43	filler	votes	non-A	real	RC	3
613	M	44	critical	adax	A	novel	A	3
614	F	13	filler	votes	non-A	real	RC	3
614	F	14	critical	alive	A	real	RC	3
614	F	15	filler	good	non-A	real	A	3
614	F	16	critical	afraid	A	real	RC	3
614	F	17	filler	lies	non-A	real	RC	3
614	F	18	critical	living	non-A	real	A	3
614	F	19	filler	weak	non-A	real	A	3
614	F	20	critical	adax	A	novel	A	3
614	F	21	filler	slow	non-A	real	A	3
614	F	22	critical	chammy	non-A	novel	A	3
614	F	23	filler	smokes	non-A	real	RC	3
614	F	24	critical	asleep	A	real	RC	3
614	F	25	filler	cheats	non-A	real	RC	3
614	F	26	critical	afraz	A	novel	RC	3
614	F	27	filler	fast	non-A	real	A	3
614	F	28	critical	afloat	A	real	RC	3
614	F	29	filler	young	non-A	real	A	3
614	F	30	critical	gecky	non-A	novel	A	3
614	F	31	filler	bad	non-A	real	A	3
614	F	32	critical	frightened	non-A	real	A	3
614	F	33	filler	golfs	non-A	real	RC	3
614	F	34	critical	flitzy	non-A	novel	A	3
614	F	35	filler	bites	non-A	real	RC	3
614	F	36	critical	sleepy	non-A	real	A	3
614	F	37	filler	old	non-A	real	A	3
614	F	38	critical	ablim	A	novel	RC	3
614	F	39	filler	snowboards	non-A	real	RC	3
614	F	40	critical	slooky	non-A	novel	A	3
614	F	41	filler	gambles	non-A	real	RC	3
614	F	42	critical	agask	A	novel	RC	3
614	F	43	filler	strong	non-A	real	A	3
614	F	44	critical	floating	non-A	real	A	3
615	F	13	filler	lies	non-A	real	RC	3
615	F	14	critical	adax	A	novel	A	3
615	F	15	filler	golfs	non-A	real	RC	3
615	F	16	critical	ablim	A	novel	A	3
615	F	17	filler	votes	non-A	real	RC	3
615	F	18	critical	chammy	non-A	novel	A	3
615	F	19	filler	bad	non-A	real	A	3
615	F	20	critical	living	non-A	real	A	3
615	F	21	filler	smokes	non-A	real	RC	3
615	F	22	critical	gecky	non-A	novel	A	3
615	F	23	filler	good	non-A	real	A	3
615	F	24	critical	alive	A	real	RC	3
615	F	25	filler	old	non-A	real	A	3
615	F	26	critical	flitzy	non-A	novel	A	3
615	F	27	filler	young	non-A	real	A	3
615	F	28	critical	asleep	A	real	RC	3
615	F	29	filler	snowboards	non-A	real	RC	3
615	F	30	critical	floating	non-A	real	RC	3
615	F	31	filler	fast	non-A	real	RC	3
615	F	32	critical	slooky	non-A	novel	A	3
615	F	33	filler	gambles	non-A	real	RC	3
615	F	34	critical	afloat	A	real	RC	3
615	F	35	filler	slow	non-A	real	A	3
615	F	36	critical	sleepy	non-A	real	A	3
615	F	37	filler	weak	non-A	real	A	3
615	F	38	critical	afraz	A	novel	RC	3
615	F	39	filler	bites	non-A	real	RC	3
615	F	40	critical	afraid	A	real	RC	3
615	F	41	filler	strong	non-A	real	A	3
615	F	42	critical	agask	A	novel	A	3
615	F	43	filler	cheats	non-A	real	RC	3
615	F	44	critical	frightened	non-A	real	A	3
616	F	13	filler	bites	non-A	real	RC	3
616	F	14	critical	sleepy	non-A	real	RC	3
616	F	15	filler	fast	non-A	real	A	3
616	F	16	critical	ablim	A	novel	A	3
616	F	17	filler	smokes	non-A	real	RC	3
616	F	18	critical	slooky	non-A	novel	RC	3
616	F	19	filler	young	non-A	real	A	3
616	F	20	critical	adax	A	novel	A	3
616	F	21	filler	slow	non-A	real	A	3
616	F	22	critical	floating	non-A	real	A	3
616	F	23	filler	snowboards	non-A	real	RC	3
616	F	24	critical	living	non-A	real	A	3
616	F	25	filler	votes	non-A	real	RC	3
616	F	26	critical	asleep	A	real	RC	3
616	F	27	filler	lies	non-A	real	RC	3
616	F	28	critical	flitzy	non-A	novel	A	3
616	F	29	filler	bad	non-A	real	A	3
616	F	30	critical	afraid	A	real	RC	3
616	F	31	filler	cheats	non-A	real	RC	3
616	F	32	critical	agask	A	novel	A	3
616	F	33	filler	old	non-A	real	A	3
616	F	34	critical	frightened	non-A	real	A	3
616	F	35	filler	strong	non-A	real	A	3
616	F	36	critical	gecky	non-A	novel	A	3
616	F	37	filler	gambles	non-A	real	RC	3
616	F	38	critical	alive	A	real	A	3
616	F	39	filler	weak	non-A	real	A	3
616	F	40	critical	afloat	A	real	RC	3
616	F	41	filler	golfs	non-A	real	RC	3
616	F	42	critical	afraz	A	novel	A	3
616	F	43	filler	good	non-A	real	A	3
616	F	44	critical	chammy	non-A	novel	A	3
617	F	13	filler	strong	non-A	real	A	3
617	F	14	critical	agask	A	novel	A	3
617	F	14	filler	old	non-A	real	A	3
617	F	16	critical	asleep	A	real	RC	3
617	F	17	filler	gambles	non-A	real	RC	3
617	F	18	critical	chammy	non-A	novel	A	3
617	F	19	filler	bad	non-A	real	A	3
617	F	20	critical	afraz	A	novel	RC	3
617	F	21	filler	young	non-A	real	A	3
617	F	22	critical	living	non-A	real	A	3
617	F	23	filler	snowboards	non-A	real	RC	3
617	F	24	critical	frightened	non-A	real	A	3
617	F	25	filler	fast	non-A	real	A	3
617	F	26	critical	alive	A	real	RC	3
617	F	27	filler	bites	non-A	real	RC	3
617	F	28	critical	floating	non-A	real	A	3
617	F	29	filler	slow	non-A	real	A	3
617	F	30	critical	slooky	non-A	novel	A	3
617	F	31	filler	golfs	non-A	real	RC	3
617	F	32	critical	ablim	A	novel	RC	3
617	F	33	filler	weak	non-A	real	A	3
617	F	34	critical	sleepy	non-A	real	A	3
617	F	35	filler	cheats	non-A	real	RC	3
617	F	36	critical	afloat	A	real	RC	3
617	F	37	filler	good	non-A	real	A	3
617	F	38	critical	flitzy	non-A	novel	A	3
617	F	39	filler	smokes	non-A	real	RC	3
617	F	40	critical	afraid	A	real	RC	3
617	F	41	filler	lies	non-A	real	RC	3
617	F	42	critical	gecky	non-A	novel	A	3
617	F	43	filler	votes	non-A	real	RC	3
617	F	44	critical	adax	A	novel	RC	3
618	M	13	filler	votes	non-A	real	RC	3
618	M	14	critical	alive	A	real	A	3
618	M	15	filler	good	non-A	real	A	3
618	M	16	critical	afraid	A	real	RC	3
618	M	17	filler	lies	non-A	real	RC	3
618	M	18	critical	living	non-A	real	A	3
618	M	19	filler	weak	non-A	real	A	3
618	M	20	critical	adax	A	novel	A	3
618	M	21	filler	slow	non-A	real	A	3
618	M	22	critical	chammy	non-A	novel	A	3
618	M	23	filler	smokes	non-A	real	RC	3
618	M	24	critical	asleep	A	real	RC	3
